"","country","creative","rich","equality","admired","safe","newthings","rules","understanding","modesty","enjoy","free","help","success","strong_gov","exciting","properbehaviour","respected","loyal","environment","traditions","seekfun"
"41179","SI",5,2,5,2,5,5,6,5,6,2,5,6,5,5,2,5,4,2,5,5,3
"30955","NL",5,1,6,1,5,3,1,5,4,3,5,6,5,5,1,6,2,5,6,6,5
"40020","SE",3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,5,3,4,5
"6913","CZ",4,4,3,2,6,4,2,2,6,6,6,4,3,6,3,3,5,5,5,4,2
"37689","RU",4,5,4,5,5,4,3,3,4,4,4,4,5,4,4,4,5,4,4,4,4
"33915","PL",5,2,5,3,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5
"10880","EE",6,2,5,2,2,5,2,5,2,2,5,6,2,6,4,4,3,6,6,3,1
"37573","RU",6,5,5,6,6,5,5,5,2,5,5,5,6,5,3,4,5,5,5,5,5
"1986","BE",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"11658","EE",2,2,5,2,5,3,6,4,6,2,3,5,2,5,2,5,3,6,5,5,2
"1248","AT",4,3,6,5,6,3,2,5,6,4,5,5,4,6,3,6,5,6,6,5,3
"8358","DE",5,2,4,5,2,5,3,4,5,5,6,4,2,3,6,3,2,5,5,3,5
"32036","NL",4,4,5,4,4,4,3,5,5,6,5,6,4,5,3,4,3,6,6,6,5
"4825","CH",6,2,3,2,6,4,5,6,2,6,5,5,5,5,4,2,5,6,5,5,6
"40824","SI",4,3,6,4,5,4,4,3,4,2,4,4,4,5,4,5,3,4,6,4,4
"37762","RU",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,4
"40767","SI",6,4,5,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"36109","PT",4,4,4,4,5,3,5,4,3,4,4,4,5,5,3,4,4,4,5,4,3
"40694","SI",4,3,6,5,6,6,5,5,6,6,6,6,6,6,3,6,5,6,6,6,5
"36751","RU",4,4,4,3,5,3,4,5,4,4,4,3,2,3,3,5,4,4,5,4,5
"29417","LT",3,5,5,4,5,3,5,4,3,4,4,5,5,5,2,4,5,5,5,5,3
"30370","LT",5,5,5,5,5,3,2,5,5,5,4,4,5,5,3,4,5,3,5,5,3
"12382","ES",5,4,6,5,3,4,3,4,6,5,4,6,3,3,2,3,2,4,3,2,2
"24030","IL",4,3,5,6,5,4,3,2,2,3,4,5,5,4,2,2,3,4,4,5,3
"36681","RU",5,3,4,5,5,6,4,4,3,3,4,4,3,3,2,3,5,4,6,6,4
"367","AT",5,4,4,5,5,3,3,4,3,4,5,4,4,5,4,5,5,5,4,4,4
"10563","EE",6,3,5,5,5,5,5,6,2,5,5,5,3,6,4,5,3,5,6,5,6
"11106","EE",4,4,3,5,5,4,2,5,3,5,5,6,4,5,3,5,4,5,6,6,2
"32500","NO",4,3,5,4,2,5,4,5,3,5,5,4,4,5,4,5,4,5,5,3,4
"34606","PL",6,6,4,2,5,2,3,4,4,5,6,3,4,4,2,2,5,5,5,1,4
"35333","PT",3,2,5,3,4,3,4,5,5,5,5,5,5,4,2,5,2,5,5,4,4
"29583","LT",3,2,6,4,6,3,5,5,6,4,4,3,2,6,4,6,5,6,5,6,3
"13568","ES",5,1,5,2,2,2,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5
"24044","IL",5,6,6,6,6,4,1,6,6,3,1,6,6,6,3,6,3,6,6,6,6
"34912","PL",5,5,4,5,5,5,5,4,4,5,4,4,5,5,2,5,4,5,5,5,5
"28616","IT",3,2,4,4,5,4,4,5,5,2,4,5,4,5,1,5,5,5,5,5,5
"1571","AT",2,1,1,1,1,3,3,4,1,3,2,1,2,2,4,2,1,1,4,3,2
"12943","ES",6,4,4,5,4,4,3,6,5,3,6,4,5,5,3,3,2,4,4,2,3
"36771","RU",3,4,4,5,4,4,4,2,2,4,5,4,3,3,4,2,3,3,3,3,4
"22499","IE",3,2,3,4,4,2,4,4,5,3,3,4,2,3,2,4,4,4,4,4,4
"26846","IT",2,2,4,4,6,3,5,3,4,2,3,4,4,4,3,3,4,5,5,5,2
"11996","ES",6,2,5,3,6,5,6,6,6,5,6,6,4,6,3,6,5,6,5,5,5
"14417","FI",4,2,6,2,6,4,5,6,6,6,6,6,5,5,3,6,2,6,5,4,4
"15335","FI",6,2,5,5,3,4,5,5,3,5,6,4,5,4,3,2,6,6,5,2,5
"11946","EE",2,2,5,2,1,2,5,5,5,2,2,5,2,1,2,4,1,2,5,2,2
"20120","HU",5,4,4,4,5,4,3,3,4,5,5,5,5,5,3,4,4,5,5,4,5
"33866","PL",4,3,6,4,5,5,5,4,4,4,6,5,3,4,3,6,6,5,6,5,4
"2389","BE",4,2,6,6,2,2,2,6,6,6,5,6,6,5,4,2,2,6,5,3,5
"7948","DE",5,3,5,4,3,5,2,5,3,5,5,6,5,2,4,3,5,6,5,4,3
"6611","CZ",4,3,1,4,2,2,3,3,4,5,4,4,3,4,4,2,2,3,3,3,2
"7373","DE",5,2,5,1,4,2,3,5,5,3,4,5,4,3,2,4,3,6,5,4,2
"11367","EE",4,2,4,3,4,3,4,5,4,3,5,5,2,4,2,4,2,5,5,2,2
"18491","GB",5,5,4,5,6,4,5,4,6,6,6,6,6,6,4,6,5,6,6,4,5
"30418","LT",6,5,6,5,5,6,5,6,5,5,6,5,5,6,5,6,6,5,5,6,4
"38979","SE",2,1,5,4,3,2,3,4,5,3,5,5,2,5,2,5,5,5,6,4,4
"7002","CZ",4,4,5,5,5,6,6,5,5,4,4,4,4,5,5,6,5,5,6,6,6
"13686","ES",5,2,6,2,5,5,3,5,5,2,6,6,2,6,1,5,2,6,6,6,2
"21685","IE",5,2,5,4,5,4,5,5,5,3,2,2,3,5,2,5,3,5,5,3,4
"20695","HU",6,6,5,5,6,6,6,6,5,6,6,5,6,4,6,6,5,6,6,6,5
"26897","IT",5,2,5,6,4,4,4,1,5,2,6,3,5,6,3,5,5,5,6,2,3
"10067","EE",5,4,5,5,5,4,5,5,5,4,5,5,4,5,4,5,4,5,5,5,3
"41068","SI",6,1,6,5,5,5,5,2,5,1,5,5,4,2,1,5,5,4,6,5,4
"37489","RU",4,2,3,4,2,4,4,4,4,5,5,6,5,4,5,4,4,4,5,4,5
"29157","LT",5,3,6,5,6,4,5,3,4,5,6,5,6,6,1,6,5,5,6,4,5
"11147","EE",4,3,3,3,5,6,3,3,3,5,6,5,5,2,4,5,3,5,4,6,4
"23106","IE",5,2,5,2,6,4,4,5,5,3,6,5,2,5,2,5,3,5,6,2,4
"15766","FR",5,2,4,3,3,5,4,4,5,3,6,6,3,5,3,6,3,6,4,4,3
"35904","PT",6,1,6,5,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,3
"32901","NO",5,3,6,4,4,4,5,5,4,3,2,6,4,5,2,4,4,6,4,6,3
"19596","HU",5,5,5,5,5,6,2,5,5,5,5,5,5,6,6,6,6,6,6,6,6
"25309","IL",4,5,5,5,4,5,4,4,5,6,5,5,5,4,5,5,5,6,4,4,6
"22571","IE",6,4,4,6,5,4,5,4,5,2,4,4,5,4,5,4,5,4,5,4,4
"11837","EE",1,1,4,2,4,3,1,5,6,5,4,5,4,2,2,2,3,6,4,1,5
"35091","PL",6,5,3,4,4,5,2,5,3,4,5,6,4,5,6,5,6,5,4,5,4
"14843","FI",3,1,6,2,5,6,2,6,4,5,6,5,3,6,4,4,4,6,6,1,6
"12211","ES",5,2,5,2,6,5,2,5,5,4,6,5,3,3,5,5,5,5,6,6,6
"5461","CZ",6,4,5,3,3,4,2,4,3,4,5,4,4,5,4,2,4,4,4,3,3
"11254","EE",5,5,5,4,6,4,4,2,3,5,5,4,5,6,2,5,3,5,6,3,4
"12727","ES",5,3,5,3,6,5,3,3,3,4,4,6,2,6,4,3,3,5,5,3,4
"3054","BE",5,2,5,2,6,4,4,5,5,4,5,5,2,6,2,5,5,5,5,5,4
"40975","SI",6,3,6,6,6,5,6,6,6,5,6,6,5,5,1,6,5,5,6,6,4
"12018","ES",6,2,6,6,6,6,6,6,6,6,6,6,5,6,1,6,5,6,6,6,6
"29638","LT",5,5,5,5,5,4,4,4,4,5,4,4,5,5,4,4,3,4,5,5,4
"23986","IL",2,3,4,4,2,2,3,4,5,4,3,2,2,3,4,5,5,4,3,2,5
"31433","NL",4,2,5,3,2,4,2,4,4,4,5,5,3,5,4,2,2,4,4,4,4
"7281","DE",4,2,4,4,5,5,2,5,2,6,5,5,2,5,2,2,5,6,5,2,6
"35221","PL",5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,4,5,5,4,5,2
"18694","GB",5,2,2,4,2,2,5,3,4,2,5,4,2,6,4,2,6,6,4,5,4
"39049","SE",6,6,5,3,5,5,5,5,5,5,5,5,2,5,3,3,5,5,5,5,5
"20949","IE",4,3,2,4,3,5,4,6,1,1,5,3,2,3,4,4,2,4,3,1,3
"15139","FI",3,1,5,2,4,4,3,5,5,3,4,4,2,4,2,4,2,5,4,1,3
"34865","PL",2,1,5,4,6,4,5,4,5,1,2,4,2,3,1,5,5,4,6,5,5
"30196","LT",5,2,5,2,5,2,3,3,2,2,5,3,5,5,2,5,5,1,3,3,2
"39351","SE",6,2,3,2,2,5,2,4,3,3,4,5,2,5,2,2,2,4,3,3,4
"29723","LT",2,4,2,3,5,3,3,4,3,4,6,4,6,5,2,4,6,3,4,3,3
"34667","PL",4,5,4,3,4,3,4,3,4,3,4,4,3,4,3,3,3,4,3,3,4
"23523","IL",6,2,6,6,5,4,2,6,6,5,6,5,3,5,3,3,2,5,6,6,5
"15153","FI",5,3,4,4,5,4,5,5,2,4,6,3,5,5,2,5,3,5,5,5,5
"40883","SI",2,1,6,6,6,5,5,5,6,6,6,6,5,6,6,6,6,6,6,6,5
"13974","FI",5,2,5,4,5,2,5,3,4,3,5,4,3,5,5,4,2,4,4,3,3
"3050","BE",2,2,5,5,5,2,3,5,5,5,5,5,4,4,1,5,5,5,3,5,5
"8391","DE",3,4,6,3,5,5,4,4,4,4,5,4,5,5,4,4,5,5,4,4,4
"19159","GB",6,2,2,2,5,2,4,3,4,4,5,4,2,5,4,3,2,5,5,2,4
"4511","CH",6,3,6,4,5,6,3,5,2,6,6,6,5,5,5,1,4,6,5,5,5
"36790","RU",4,3,6,6,6,2,6,5,6,2,4,5,4,5,2,5,6,5,6,5,5
"22671","IE",3,2,4,3,6,3,3,3,4,3,4,4,3,5,2,3,4,4,4,5,3
"8708","DE",3,2,4,3,5,1,2,5,4,3,6,5,3,5,1,4,6,5,5,6,3
"19275","GB",3,2,5,4,4,3,4,5,4,3,5,4,4,2,3,2,3,4,5,5,4
"35635","PT",5,3,4,6,4,5,2,4,4,5,6,4,5,6,6,2,4,5,5,2,6
"2030","BE",4,1,6,3,1,6,5,6,4,5,5,5,3,3,3,4,3,5,6,4,4
"39281","SE",3,2,5,4,5,2,4,5,5,3,5,4,3,4,1,5,3,5,5,4,3
"6967","CZ",2,2,4,3,5,4,4,5,4,3,5,5,2,6,2,4,3,5,5,5,3
"28006","IT",5,3,6,2,6,2,6,6,6,3,6,6,2,6,1,6,6,6,6,6,1
"11986","EE",6,3,6,6,2,6,3,6,4,6,6,6,5,4,6,6,3,6,4,6,6
"19514","HU",6,2,6,4,6,5,6,6,4,4,5,6,4,6,4,6,6,6,6,6,5
"12439","ES",2,2,5,5,2,2,5,5,5,5,5,5,5,3,2,5,3,5,5,5,3
"15682","FR",5,2,5,2,5,3,2,5,5,5,2,5,3,5,2,5,4,5,5,2,3
"3674","CH",6,1,3,2,5,3,5,5,5,5,5,5,1,5,2,4,4,5,5,4,5
"4638","CH",5,2,5,2,6,4,4,4,5,4,5,5,2,4,2,4,6,6,6,4,2
"10433","EE",4,1,5,1,5,2,5,5,5,1,2,5,2,5,1,5,2,6,5,5,2
"36645","RU",4,5,4,3,4,2,5,5,5,4,4,2,2,3,3,4,4,3,5,5,3
"37695","RU",4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"29143","LT",6,4,5,3,6,3,5,4,4,5,6,4,6,6,6,5,6,6,5,3,4
"10458","EE",6,4,5,4,4,5,5,5,2,5,5,5,4,5,4,3,2,5,6,6,3
"22403","IE",5,1,5,5,6,5,4,5,5,5,6,5,4,5,5,5,6,5,5,5,5
"13316","ES",4,2,6,2,4,4,4,5,6,5,6,5,2,4,5,3,3,6,5,4,4
"7382","DE",5,4,5,4,5,5,2,5,5,6,4,6,5,6,2,6,2,6,5,5,5
"24320","IL",3,3,3,4,4,6,5,5,4,3,3,4,4,6,6,5,6,3,3,6,6
"16405","FR",4,2,6,2,5,5,3,5,5,6,6,5,3,5,3,4,2,5,5,1,5
"12344","ES",6,1,6,6,6,4,5,3,1,6,6,5,4,4,4,6,2,4,6,1,6
"26109","IS",6,2,5,2,5,4,4,5,4,5,5,5,4,3,2,2,4,5,5,4,2
"20238","HU",4,2,6,6,5,5,1,5,6,4,6,5,2,6,1,1,1,5,5,6,6
"10881","EE",5,2,5,4,4,4,3,5,4,4,3,5,5,6,4,4,4,4,6,2,3
"33731","NO",5,3,6,4,3,5,3,5,2,5,5,5,3,5,5,4,3,6,3,4,5
"31623","NL",6,2,4,3,4,3,4,5,5,3,6,6,4,4,3,4,2,5,3,4,4
"23323","IE",5,2,6,5,5,5,2,5,5,1,4,5,4,3,1,3,2,5,2,2,4
"14277","FI",4,2,5,2,4,4,1,6,5,3,4,3,2,3,2,3,1,4,4,3,5
"40754","SI",4,2,5,4,5,3,3,5,5,3,5,5,5,5,2,5,5,5,5,5,3
"35139","PL",3,2,5,2,6,3,2,5,6,5,6,5,2,3,2,5,1,5,6,5,4
"20731","HU",5,5,5,5,6,5,4,5,5,5,5,5,5,5,5,5,5,6,6,6,5
"38607","RU",6,4,6,5,5,5,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5
"29538","LT",2,3,4,3,2,3,4,5,5,3,3,2,5,2,3,4,5,3,3,4,4
"24462","IL",4,3,4,4,3,3,3,5,5,3,5,5,5,5,3,4,2,5,4,5,3
"17145","FR",5,5,4,4,4,4,5,5,5,4,5,3,3,4,4,5,4,5,5,4,5
"28286","IT",4,2,5,3,5,4,4,5,5,3,4,4,4,5,2,4,3,4,6,5,4
"715","AT",4,3,5,5,6,3,4,4,5,3,6,5,4,6,3,5,5,5,6,5,3
"8010","DE",5,4,4,2,4,5,5,5,5,4,5,5,5,5,2,3,5,5,5,5,5
"9776","DE",3,2,5,1,5,1,5,5,6,3,5,6,4,4,1,6,3,5,5,4,1
"29381","LT",3,4,3,3,2,3,4,3,3,2,2,3,4,3,3,3,4,3,3,4,3
"23906","IL",2,4,6,6,3,3,6,3,4,5,4,5,5,4,3,3,3,6,5,5,5
"22865","IE",5,2,4,3,4,3,3,5,4,2,2,5,2,5,2,2,2,4,4,3,3
"10207","EE",5,2,5,1,3,4,4,4,3,3,4,4,2,2,5,3,4,5,5,3,2
"14568","FI",1,1,6,3,2,3,3,5,4,3,4,5,1,4,1,2,1,4,5,5,4
"22811","IE",5,2,5,2,5,5,2,4,6,2,5,5,2,5,2,5,1,6,6,6,5
"33857","PL",5,3,5,5,6,4,6,5,4,4,6,5,5,6,4,5,5,6,6,6,4
"14726","FI",6,2,3,3,6,5,4,5,4,5,4,6,3,4,2,4,3,5,4,4,4
"13354","ES",6,4,4,5,6,5,4,4,5,3,4,5,5,6,4,5,6,6,4,6,5
"36218","PT",1,2,2,2,5,2,4,2,4,3,2,6,2,4,1,4,1,4,2,4,3
"13049","ES",4,2,6,2,2,3,2,5,6,3,4,6,1,5,2,4,2,6,5,2,5
"39492","SE",5,2,6,3,5,6,3,6,4,5,1,5,2,4,4,5,3,5,5,5,5
"38395","RU",6,4,6,6,6,6,6,5,6,6,4,4,4,6,5,6,6,6,6,6,6
"30738","NL",5,3,6,3,5,5,6,4,6,6,5,6,6,5,4,5,3,6,3,5,6
"8519","DE",6,2,4,5,5,6,6,5,6,5,5,6,6,5,4,5,4,5,6,6,5
"17281","FR",5,2,6,2,5,5,4,5,5,6,4,4,1,3,3,3,4,5,2,4,4
"3779","CH",5,2,6,2,4,3,4,5,5,4,5,5,2,4,2,4,3,5,6,5,5
"3816","CH",5,2,5,3,5,2,2,4,5,4,6,5,3,3,2,4,4,5,4,2,4
"4793","CH",5,4,4,5,4,4,3,5,6,6,5,4,5,3,4,3,4,5,4,4,5
"18558","GB",5,3,5,5,5,5,5,6,6,4,6,6,5,5,4,4,3,5,5,5,5
"3747","CH",2,4,4,3,5,3,3,5,5,2,2,5,5,5,3,6,5,5,4,6,2
"24779","IL",3,2,5,5,4,3,4,5,5,4,3,2,2,2,5,5,5,3,5,2,4
"26037","IS",4,2,6,3,2,5,4,6,5,4,5,6,5,1,5,6,2,6,6,2,4
"34550","PL",5,3,4,5,6,4,3,4,4,2,5,4,3,5,4,6,5,5,4,5,6
"15247","FI",4,2,6,1,6,5,5,6,6,6,6,6,4,6,4,6,1,6,6,4,6
"39948","SE",4,3,6,3,5,3,3,4,4,5,5,5,1,4,2,3,4,5,6,1,3
"1123","AT",5,1,5,4,4,5,5,4,4,5,5,6,3,5,4,5,4,5,5,6,4
"17631","GB",4,2,6,6,5,6,5,5,5,3,4,6,5,3,2,4,2,6,6,6,6
"4759","CH",3,1,5,1,2,2,2,5,5,4,4,5,6,5,3,2,3,4,3,3,4
"30488","LT",3,4,4,3,4,3,4,3,4,4,3,3,4,5,5,4,3,4,4,3,2
"10079","EE",6,2,5,2,6,3,5,4,2,2,5,3,3,6,4,5,1,3,6,4,2
"5238","CZ",2,3,2,2,4,5,5,3,4,4,2,2,3,4,3,4,5,6,6,3,4
"13905","FI",5,3,5,1,6,3,3,5,4,3,5,4,1,5,2,4,2,6,3,5,3
"34563","PL",4,4,4,4,5,4,4,4,4,3,3,4,4,5,3,4,5,5,4,5,3
"3048","BE",5,1,4,5,5,5,1,6,2,4,3,6,2,5,2,5,4,6,4,4,6
"20340","HU",4,4,5,6,6,4,4,4,4,6,6,4,5,6,4,6,5,6,5,6,6
"34587","PL",3,2,6,2,4,2,4,5,5,1,6,6,3,3,4,4,1,4,4,4,3
"25870","IS",5,2,5,2,5,5,2,5,4,5,5,5,5,4,2,5,4,5,5,5,4
"3927","CH",5,3,4,4,5,2,2,4,4,5,6,4,4,4,3,4,5,5,4,5,4
"17340","FR",6,4,5,5,4,6,4,3,6,5,6,4,2,5,6,6,6,6,6,6,2
"9568","DE",5,2,5,2,4,4,4,4,4,3,5,6,4,6,2,5,4,6,6,3,3
"5550","CZ",2,1,5,3,5,3,3,3,5,3,3,3,3,4,3,3,3,3,5,3,2
"9699","DE",4,3,5,4,5,5,6,4,6,2,2,5,5,5,2,5,4,6,4,3,1
"4547","CH",3,4,6,4,3,5,4,6,5,6,5,5,5,5,5,4,4,6,6,4,6
"9832","DE",6,3,5,3,5,3,4,5,4,5,4,5,3,5,2,4,5,5,5,5,4
"2508","BE",5,3,6,4,5,6,3,5,5,6,5,4,4,3,4,5,5,6,6,4,6
"35580","PT",6,2,6,5,5,3,2,5,4,5,6,4,5,4,3,3,3,6,5,2,3
"11878","EE",5,3,4,4,3,6,2,5,1,6,6,5,4,4,5,2,2,6,3,4,5
"37395","RU",2,2,4,1,2,2,2,6,6,3,6,5,1,6,1,2,2,4,5,5,4
"27250","IT",5,4,4,4,5,5,3,3,4,4,4,4,5,4,4,4,5,5,4,4,4
"29782","LT",4,1,6,5,6,3,4,6,6,1,3,6,3,6,1,5,6,6,6,6,5
"31085","NL",4,2,5,4,3,5,5,5,5,4,5,5,4,2,4,3,3,4,5,4,4
"7754","DE",5,3,5,4,2,4,4,5,5,5,6,5,5,5,5,3,5,6,5,5,5
"32067","NL",6,3,5,4,5,4,2,6,3,4,6,5,4,4,4,4,2,6,5,4,4
"36917","RU",1,1,5,1,4,3,5,4,6,1,4,3,2,6,2,5,2,6,6,4,5
"9253","DE",6,2,5,2,5,4,2,6,4,5,5,6,4,4,2,4,2,5,5,4,4
"21812","IE",6,2,5,6,5,2,2,5,4,2,5,5,3,6,2,3,3,6,6,4,3
"24742","IL",2,4,6,6,6,3,3,6,6,3,6,5,6,6,2,5,3,6,6,4,4
"5294","CZ",3,5,4,3,4,5,5,4,3,1,1,6,4,5,1,6,3,3,5,5,1
"32044","NL",4,2,4,3,3,4,4,4,5,4,4,5,3,4,3,4,2,4,3,3,5
"24972","IL",4,2,5,5,6,3,4,4,5,3,6,6,5,6,2,4,5,5,5,2,2
"34350","PL",2,2,4,2,6,4,5,5,5,2,5,4,4,4,2,5,2,5,5,4,2
"35487","PT",4,1,5,5,5,4,4,4,4,4,4,4,5,6,5,6,3,5,5,5,6
"18421","GB",6,2,6,5,5,4,5,6,6,6,6,6,5,5,4,4,5,6,4,4,6
"26510","IT",5,2,5,6,5,5,4,6,5,4,6,5,5,6,2,6,5,5,5,5,5
"31215","NL",5,1,5,4,5,3,5,5,5,3,5,4,2,4,2,6,4,5,5,4,4
"20796","HU",5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6
"6552","CZ",5,4,4,5,3,3,3,4,4,4,6,6,5,5,2,4,4,4,6,6,4
"21483","IE",5,4,5,4,6,5,4,5,4,5,6,5,5,6,4,5,4,5,4,3,4
"36161","PT",5,2,6,4,4,4,2,5,3,4,6,5,4,3,3,2,3,5,4,4,3
"39162","SE",4,2,5,2,5,2,3,4,5,4,6,6,2,5,1,4,4,5,5,2,3
"3361","BE",2,1,5,3,6,3,5,5,5,4,4,4,3,5,2,5,4,5,5,5,4
"9271","DE",4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"32057","NL",5,2,3,4,2,5,2,5,4,5,5,6,3,5,6,5,4,5,4,4,5
"14606","FI",3,1,4,1,5,3,6,5,5,2,1,4,2,4,1,6,1,6,4,5,2
"36143","PT",4,5,5,4,3,4,3,4,3,4,4,5,5,4,6,3,4,5,4,4,6
"23999","IL",3,6,6,2,6,4,2,6,4,4,6,4,3,5,2,6,6,6,2,5,6
"18924","GB",6,2,5,3,5,3,6,4,5,4,5,5,4,5,1,5,5,4,5,4,2
"36195","PT",4,2,5,4,3,4,2,4,5,4,3,5,4,3,2,2,3,4,4,2,3
"27531","IT",4,3,4,5,5,5,5,4,4,4,4,5,4,4,5,5,5,5,5,5,5
"10687","EE",2,2,2,2,5,2,6,6,5,2,6,6,2,5,1,2,5,6,5,6,4
"25307","IL",5,4,4,5,4,4,5,5,6,5,5,6,5,4,5,5,5,6,6,4,5
"33456","NO",6,4,5,2,2,2,5,5,6,4,5,5,4,5,2,2,2,5,5,3,2
"27607","IT",4,4,3,4,5,4,5,3,3,4,5,3,5,5,4,4,5,5,3,5,4
"28509","IT",3,1,6,3,3,5,3,5,5,1,5,6,3,3,4,4,3,5,5,5,3
"15842","FR",5,1,6,2,5,2,2,5,4,2,4,4,2,4,1,4,2,5,6,6,4
"26594","IT",4,2,5,3,6,3,1,5,6,4,5,5,5,6,1,6,5,6,6,5,4
"7435","DE",5,4,4,3,6,5,4,5,4,4,6,6,3,5,3,6,2,6,5,5,4
"9695","DE",4,5,6,5,2,6,4,5,3,3,4,5,5,4,5,5,3,5,4,5,3
"12136","ES",4,1,6,2,6,4,1,5,6,4,5,6,1,6,1,6,5,6,6,5,5
"11765","EE",2,2,5,2,4,2,5,4,5,4,2,5,2,5,2,4,2,5,5,5,5
"8999","DE",6,4,6,5,4,6,3,6,3,5,5,5,6,5,4,4,4,5,5,5,4
"2279","BE",4,2,4,3,3,4,3,3,5,5,5,5,3,5,4,3,3,5,5,3,5
"3550","BE",5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5
"6164","CZ",2,3,5,4,4,3,5,4,2,3,4,3,3,2,5,4,3,3,4,2,3
"32221","NL",4,2,5,5,4,5,6,5,5,4,5,6,5,5,4,6,3,6,5,5,6
"16424","FR",6,2,4,2,5,5,1,2,3,2,4,2,2,6,2,4,5,6,3,4,2
"16749","FR",5,1,6,2,5,2,1,2,6,6,4,5,2,3,1,2,1,2,3,2,3
"33372","NO",5,1,6,2,5,5,5,5,2,4,6,6,5,4,5,6,5,5,5,6,4
"40720","SI",6,4,5,6,3,6,3,4,3,5,6,5,6,5,5,5,4,5,5,5,6
"28926","LT",6,6,5,6,6,6,4,6,4,4,5,6,6,5,5,6,6,5,6,6,5
"9304","DE",4,4,5,5,5,6,3,5,4,6,4,5,5,4,4,4,3,6,3,4,6
"35453","PT",4,1,4,3,5,4,5,2,6,1,5,6,3,6,1,6,4,6,6,6,1
"38297","RU",5,6,5,6,4,5,5,4,4,5,5,3,5,5,5,4,6,5,4,3,5
"28936","LT",1,4,4,5,5,3,4,5,6,4,6,4,4,6,5,5,5,5,5,5,3
"37789","RU",3,5,3,4,3,2,4,3,2,2,4,3,3,6,2,4,5,5,5,5,3
"38301","RU",2,3,3,4,5,3,4,4,5,5,5,4,3,4,3,4,3,4,4,4,5
"39731","SE",5,3,5,4,5,3,4,4,2,4,4,6,2,5,2,5,3,3,5,5,6
"39026","SE",4,3,5,5,2,4,4,4,5,5,5,5,3,5,3,5,5,5,4,5,5
"25896","IS",3,2,5,3,6,2,3,4,3,5,5,4,3,5,2,2,3,5,4,5,3
"23963","IL",6,6,5,5,6,5,4,5,6,6,6,5,6,6,5,6,6,6,6,6,6
"2437","BE",6,2,5,4,6,4,3,5,6,5,5,5,3,6,2,5,5,5,6,4,5
"22230","IE",5,4,5,5,5,5,5,5,2,5,3,5,5,5,2,4,5,5,5,5,1
"1104","AT",5,2,6,3,5,2,4,5,5,3,4,5,3,5,1,4,3,4,3,4,3
"7509","DE",6,4,6,4,6,6,4,4,6,5,6,6,5,5,3,5,3,6,5,3,5
"27580","IT",6,3,6,6,6,6,6,6,6,4,6,6,6,6,4,6,6,6,6,6,6
"17141","FR",3,2,5,2,2,3,2,4,3,5,5,4,2,3,3,3,2,4,4,2,3
"30836","NL",4,5,6,5,3,3,6,5,4,6,6,5,5,4,3,2,2,6,3,2,3
"35304","PL",3,3,4,5,4,4,3,4,3,3,3,4,4,3,3,2,1,2,2,3,3
"11303","EE",5,2,5,2,5,2,3,5,6,2,6,6,2,3,2,4,3,6,6,3,1
"38265","RU",4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,5,5
"30853","NL",6,1,6,2,6,5,4,6,2,6,6,6,4,1,1,6,5,6,6,6,3
"7733","DE",2,1,6,2,6,5,5,5,5,6,5,5,4,5,1,5,2,5,5,3,5
"39199","SE",5,4,5,4,3,3,4,3,3,4,3,5,2,3,3,3,3,5,5,3,3
"24072","IL",5,4,6,6,5,5,6,4,6,5,5,5,5,6,2,4,4,4,5,4,4
"18554","GB",6,5,6,2,6,6,6,6,6,6,6,5,6,5,1,6,5,5,5,1,6
"17641","GB",6,2,6,5,2,6,4,6,4,4,5,6,5,5,6,4,4,5,5,4,4
"24299","IL",5,4,6,6,6,4,4,5,3,5,6,6,4,6,6,5,6,6,4,5,5
"18706","GB",5,4,5,3,6,3,4,5,4,5,6,6,2,6,2,2,5,6,3,2,4
"11503","EE",6,4,6,4,6,6,5,6,4,5,5,5,5,6,6,6,6,6,6,6,6
"25018","IL",6,3,5,5,3,4,2,5,4,3,4,6,5,4,4,3,5,6,5,4,3
"28608","IT",6,5,6,5,5,6,6,6,5,5,6,6,5,4,4,5,5,6,5,6,5
"22461","IE",4,3,3,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,3,4,4
"22488","IE",6,5,6,4,5,5,4,5,4,5,6,4,5,4,5,6,4,5,4,5,6
"6256","CZ",5,4,6,6,6,5,6,5,5,6,5,6,5,6,2,6,3,5,6,6,5
